Gene stable ID	Transcript stable ID	Gene name	Transcription start site (TSS)	Gene start (bp)	Gene end (bp)	NCBI gene (formerly Entrezgene) ID	Chromosome/scaffold name
ENSACLG00000008344	ENSACLT00000012544	dtnbb	18477643	18477643	18508844	113011687	19
ENSACLG00000008344	ENSACLT00000012564	dtnbb	18477643	18477643	18508844	113011687	19
ENSACLG00000008345	ENSACLT00000012522	HRH2	9891504	9891504	9892869	113031146	10
ENSACLG00000008346	ENSACLT00000012526		36250297	36213353	36250297	113008887	17
ENSACLG00000008346	ENSACLT00000012529		36231844	36213353	36250297	113008887	17
ENSACLG00000008347	ENSACLT00000012536	kcnip1b	9902281	9902281	9928773	113030742	10
ENSACLG00000008347	ENSACLT00000012546	kcnip1b	9914301	9902281	9928773	113030742	10
ENSACLG00000008347	ENSACLT00000012561	kcnip1b	9914301	9902281	9928773	113030742	10
ENSACLG00000008348	ENSACLT00000012531		52932616	52932616	52946268	113026641	7
ENSACLG00000008349	ENSACLT00000012535		10558916	10555324	10558916		18
ENSACLG00000008350	ENSACLT00000012538	tacr2	23670846	23661366	23670846	113023983	1
ENSACLG00000008351	ENSACLT00000012532	fbxo7	16750430	16743700	16750430		17
ENSACLG00000008352	ENSACLT00000012545	ETV6	36338483	36308532	36338483	113008880	17
ENSACLG00000008352	ENSACLT00000012560	ETV6	36336192	36308532	36338483	113008880	17
ENSACLG00000008353	ENSACLT00000012556	apbb1ip	23475462	23456493	23475462		9
ENSACLG00000008354	ENSACLT00000012539	kansl3	23033925	23017535	23033925	113033519	12
ENSACLG00000008354	ENSACLT00000012562	kansl3	23033925	23017535	23033925	113033519	12
ENSACLG00000008354	ENSACLT00000012581	kansl3	23033925	23017535	23033925	113033519	12
ENSACLG00000008354	ENSACLT00000012604	kansl3	23033925	23017535	23033925	113033519	12
ENSACLG00000008354	ENSACLT00000012639	kansl3	23033925	23017535	23033925	113033519	12
ENSACLG00000008355	ENSACLT00000012540	akap6	1085058	863254	1085058	113011900	19
ENSACLG00000008356	ENSACLT00000012542	recql5	20445295	20445295	20462294	113021001	4
ENSACLG00000008356	ENSACLT00000012559	recql5	20445295	20445295	20462294	113021001	4
ENSACLG00000008357	ENSACLT00000012554	dennd11	65505331	65501911	65505331		7
ENSACLG00000008358	ENSACLT00000012541	arrdc3b	5560899	5560899	5569569	113025187	7
ENSACLG00000008358	ENSACLT00000012551	arrdc3b	5560899	5560899	5569569	113025187	7
ENSACLG00000008359	ENSACLT00000012548	FAM237A	18617484	18617484	18624031	113008264	16
ENSACLG00000008360	ENSACLT00000012549	tspan15	23678805	23678805	23723255	113023998	1
ENSACLG00000008361	ENSACLT00000012550		20476085	20474304	20476085		23
ENSACLG00000008362	ENSACLT00000012552		20509183	20488685	20509183		23
ENSACLG00000008363	ENSACLT00000012553	casp10	18626388	18626388	18631668	113008263	16
ENSACLG00000008364	ENSACLT00000012555	kcng4b	4680681	4678269	4680681		11
ENSACLG00000008365	ENSACLT00000012557		20525096	20522340	20525096		23
ENSACLG00000008366	ENSACLT00000013633		6069438	6057830	6069438	113016255	23
ENSACLG00000008366	ENSACLT00000013794		6068407	6057830	6069438	113016255	23
ENSACLG00000008366	ENSACLT00000013833		6067725	6057830	6069438	113016255	23
ENSACLG00000008366	ENSACLT00000013918		6066046	6057830	6069438	113016255	23
ENSACLG00000008366	ENSACLT00000013924		6065258	6057830	6069438	113016255	23
ENSACLG00000008366	ENSACLT00000013975		6064888	6057830	6069438	113016255	23
ENSACLG00000008367	ENSACLT00000012580	rtcb	16751574	16751574	16757201	113008818	17
ENSACLG00000008367	ENSACLT00000012596	rtcb	16752350	16751574	16757201	113008818	17
ENSACLG00000008368	ENSACLT00000012574	wee2	65506292	65506292	65509511	113027124	7
ENSACLG00000008369	ENSACLT00000012563	kcng4b	4712601	4710189	4712601		11
ENSACLG00000008370	ENSACLT00000012565	prkra	18634154	18634154	18651754	113007304	16
ENSACLG00000008371	ENSACLT00000012567	si:ch211-37e10.2	23485904	23485904	23489690		9
ENSACLG00000008372	ENSACLT00000012571		20544748	20542369	20544748		23
ENSACLG00000008373	ENSACLT00000012569		1063872	1063872	1065794		19
ENSACLG00000008374	ENSACLT00000012566		23733652	23733652	23741729	113022637	1
ENSACLG00000008375	ENSACLT00000012589	MEF2C	5615433	5579229	5615433	113025188	7
ENSACLG00000008375	ENSACLT00000012610	MEF2C	5615433	5579229	5615433	113025188	7
ENSACLG00000008376	ENSACLT00000012579	npm1a	9931931	9931931	9936197		10
ENSACLG00000008377	ENSACLT00000012585		36342657	36342657	36358996		17
ENSACLG00000008377	ENSACLT00000012599		36342672	36342657	36358996		17
ENSACLG00000008378	ENSACLT00000012570	dna2	23746724	23746724	23757905	113024006	1
ENSACLG00000008378	ENSACLT00000012595	dna2	23746724	23746724	23757905	113024006	1
ENSACLG00000008378	ENSACLT00000012621	dna2	23746724	23746724	23757905	113024006	1
ENSACLG00000008379	ENSACLT00000012573	gad2	23526255	23511565	23526255	113029283	9
ENSACLG00000008380	ENSACLT00000012572		23502210	23502210	23523397	113011337	18
ENSACLG00000008380	ENSACLT00000012578		23505347	23502210	23523397	113011337	18
ENSACLG00000008381	ENSACLT00000012575		1070580	1070580	1071255		19
ENSACLG00000008382	ENSACLT00000012616	osbpl6	18686992	18652501	18686992		16
ENSACLG00000008383	ENSACLT00000012576		20581769	20579283	20581769		23
ENSACLG00000008384	ENSACLT00000012582		20604947	20604947	20605823		23
ENSACLG00000008385	ENSACLT00000012592	arhgap5	1145319	1093639	1145319	113011630	19
ENSACLG00000008385	ENSACLT00000012597	arhgap5	1145319	1093639	1145319	113011630	19
ENSACLG00000008386	ENSACLT00000012584		65511027	65511027	65512245		7
ENSACLG00000008387	ENSACLT00000012594	cdr2l	20462216	20462216	20472850	113021007	4
ENSACLG00000008387	ENSACLT00000012601	cdr2l	20462216	20462216	20472850	113021007	4
ENSACLG00000008387	ENSACLT00000012607	cdr2l	20463310	20462216	20472850	113021007	4
ENSACLG00000008388	ENSACLT00000012583		18482647	18481631	18482647		19
ENSACLG00000008389	ENSACLT00000012590	ptger4c	23523397	23521591	23523397	113010677	18
ENSACLG00000008390	ENSACLT00000012591	cldn7b	9943116	9939087	9943116	113031118	10
ENSACLG00000008391	ENSACLT00000012588		20606451	20606451	20609051		23
ENSACLG00000008392	ENSACLT00000012626	dnmt3ab	18517449	18517449	18565619	113011724	19
ENSACLG00000008392	ENSACLT00000012652	dnmt3ab	18517449	18517449	18565619	113011724	19
ENSACLG00000008393	ENSACLT00000012605	bcl2l13	65531054	65514315	65531054		7
ENSACLG00000008394	ENSACLT00000012617	clcn4	20617876	20617876	20625568		23
ENSACLG00000008395	ENSACLT00000012593		2449344	2449344	2453344		3
ENSACLG00000008396	ENSACLT00000012598	pif1	23560267	23560267	23569135	113011401	18
ENSACLG00000008396	ENSACLT00000012612	pif1	23560267	23560267	23569135	113011401	18
ENSACLG00000008397	ENSACLT00000012600		2486428	2479294	2495330	113011649	3
ENSACLG00000008397	ENSACLT00000012608		2489483	2479294	2495330	113011649	3
ENSACLG00000008397	ENSACLT00000012613		2495330	2479294	2495330	113011649	3
ENSACLG00000008398	ENSACLT00000012602	fgf11b	10000938	9966189	10000938	113030682	10
ENSACLG00000008399	ENSACLT00000012656	myo3a	23594575	23529241	23594575		9
ENSACLG00000008400	ENSACLT00000012619	nubpl	1185109	1176209	1185109	113012444	19
ENSACLG00000008401	ENSACLT00000012603		36363045	36363045	36378159	113008588	17
ENSACLG00000008401	ENSACLT00000012609		36363045	36363045	36378159	113008588	17
ENSACLG00000008402	ENSACLT00000012611		32267917	32266478	32267917		11
ENSACLG00000008403	ENSACLT00000012614		11344	11344	15988		LS419821.1
ENSACLG00000008404	ENSACLT00000012650	xpot	16778142	16762275	16778142	113008812	17
ENSACLG00000008405	ENSACLT00000012615		9983831	9983831	9987080		10
ENSACLG00000008406	ENSACLT00000012624	ARHGDIA	20483268	20472871	20483268	113021027	4
ENSACLG00000008406	ENSACLT00000012641	ARHGDIA	20475290	20472871	20483268	113021027	4
ENSACLG00000008407	ENSACLT00000012627	stmn4	22138334	22138334	22149532	113006733	15
ENSACLG00000008408	ENSACLT00000012622	rrp36	2499651	2498585	2499651		3
ENSACLG00000008409	ENSACLT00000012620	plcl2	32394373	32354505	32394373	113031433	11
ENSACLG00000008409	ENSACLT00000012637	plcl2	32370586	32354505	32394373	113031433	11
ENSACLG00000008409	ENSACLT00000012643	plcl2	32394373	32354505	32394373	113031433	11
ENSACLG00000008410	ENSACLT00000012618		10021449	10021449	10021515		10
ENSACLG00000008411	ENSACLT00000012628		28431	28431	54533		LS419821.1
ENSACLG00000008412	ENSACLT00000012629		36393680	36393680	36409405	113008587	17
ENSACLG00000008413	ENSACLT00000012633		10025351	10025351	10033638		10
ENSACLG00000008414	ENSACLT00000012623	cycsb	18703082	18703082	18705756	113007820	16
ENSACLG00000008414	ENSACLT00000012631	cycsb	18703082	18703082	18705756	113007820	16
ENSACLG00000008415	ENSACLT00000012678	CLASP1	20629041	20629041	20683793		23
ENSACLG00000008416	ENSACLT00000012625		25165732	25165732	25167726		22
ENSACLG00000008417	ENSACLT00000012630		2594351	2592951	2594351		3
ENSACLG00000008418	ENSACLT00000012634	cetn3	5640516	5633209	5640516	113025189	7
ENSACLG00000008418	ENSACLT00000012644	cetn3	5640516	5633209	5640516	113025189	7
ENSACLG00000008418	ENSACLT00000012654	cetn3	5640516	5633209	5640516	113025189	7
ENSACLG00000008419	ENSACLT00000012636		23572689	23566570	23572689	113011074	18
ENSACLG00000008420	ENSACLT00000012632		50095561	50095142	50095561		3
ENSACLG00000008421	ENSACLT00000012665		32511546	32497935	32511546		3
ENSACLG00000008422	ENSACLT00000012635		50107714	50107714	50108848		3
ENSACLG00000008423	ENSACLT00000012640		5379	4152	5379		LS419795.1
ENSACLG00000008424	ENSACLT00000012638		25278875	25278875	25280419		22
ENSACLG00000008425	ENSACLT00000012642	dtd2	1196987	1196987	1199614	113012159	19
ENSACLG00000008426	ENSACLT00000012648	nlgn2b	10080553	10080553	10118654	113030255	10
ENSACLG00000008427	ENSACLT00000012645		22158489	22152208	22158489		15
ENSACLG00000008428	ENSACLT00000012687		50136380	50136380	50142595	113019756	3
ENSACLG00000008428	ENSACLT00000012738		50136872	50136380	50142595	113019756	3
ENSACLG00000008428	ENSACLT00000012741		50137691	50136380	50142595	113019756	3
ENSACLG00000008428	ENSACLT00000012748		50139459	50136380	50142595	113019756	3
ENSACLG00000008429	ENSACLT00000012669	pde11a	18705881	18705881	18761031	113007956	16
ENSACLG00000008430	ENSACLT00000012647		98651	98651	101140		LS419795.1
ENSACLG00000008431	ENSACLT00000012646	nsun4	23572710	23572710	23580665	113011072	18
ENSACLG00000008432	ENSACLT00000012653	alyref	20487392	20483363	20487392	113021021	4
ENSACLG00000008433	ENSACLT00000012649		1201181	1201181	1217239	113012302	19
ENSACLG00000008433	ENSACLT00000012668		1201181	1201181	1217239	113012302	19
ENSACLG00000008433	ENSACLT00000012688		1203485	1201181	1217239	113012302	19
ENSACLG00000008434	ENSACLT00000012672	mcm3	22166740	22154913	22166740	113006866	15
ENSACLG00000008435	ENSACLT00000012651		32407149	32395820	32407149		11
ENSACLG00000008436	ENSACLT00000012657		124686	124686	127177		LS419795.1
ENSACLG00000008437	ENSACLT00000012658	PBLD	23765650	23757926	23765650	113024047	1
ENSACLG00000008438	ENSACLT00000012661	dmbx1a	23590905	23583147	23590905	113011407	18
ENSACLG00000008439	ENSACLT00000012660		10128431	10127305	10128431	113031165	10
ENSACLG00000008440	ENSACLT00000012664	mcrip1	20494598	20488206	20494598	113021033	4
ENSACLG00000008441	ENSACLT00000012671	hapln1b	5670214	5670214	5708839	113025191	7
ENSACLG00000008441	ENSACLT00000012676	hapln1b	5700013	5670214	5708839	113025191	7
ENSACLG00000008442	ENSACLT00000012667	kdm6bb	10137744	10137744	10156383	113030109	10
ENSACLG00000008443	ENSACLT00000012662		150763	150227	150763		LS419795.1
ENSACLG00000008444	ENSACLT00000012666	anxa13	23635328	23622479	23635328	113029340	9
ENSACLG00000008445	ENSACLT00000012663		23040880	23037052	23040880	113033637	12
ENSACLG00000008446	ENSACLT00000012670		156840	155532	156840		LS419795.1
ENSACLG00000008447	ENSACLT00000012679	hnrnph3	23768615	23768615	23774693		1
ENSACLG00000008448	ENSACLT00000012674	PPP1R27	20497840	20494956	20497840	113021023	4
ENSACLG00000008449	ENSACLT00000012673		204634	204634	208366		LS419795.1
ENSACLG00000008450	ENSACLT00000012682	rpl18a	16779396	16779396	16784413	113008830	17
ENSACLG00000008451	ENSACLT00000012675	gadd45aa	23640069	23640069	23642930	113011288	18
ENSACLG00000008451	ENSACLT00000012683	gadd45aa	23641508	23640069	23642930	113011288	18
ENSACLG00000008451	ENSACLT00000012690	gadd45aa	23641851	23640069	23642930	113011288	18
ENSACLG00000008452	ENSACLT00000012720		32541987	32541987	32556293		3
ENSACLG00000008453	ENSACLT00000012677	dpysl5a	18571493	18571493	18582099	113012455	19
ENSACLG00000008453	ENSACLT00000012695	dpysl5a	18573226	18571493	18582099	113012455	19
ENSACLG00000008454	ENSACLT00000012680		215164	215164	217578		LS419795.1
ENSACLG00000008455	ENSACLT00000012681	gpr158a	23761318	23666562	23761318	113029286	9
ENSACLG00000008455	ENSACLT00000012696	gpr158a	23761318	23666562	23761318	113029286	9
ENSACLG00000008456	ENSACLT00000012684	pecam1	20526770	20514160	20526770	113021006	4
ENSACLG00000008457	ENSACLT00000012685	tmem88a	10163684	10163684	10166034		10
ENSACLG00000008458	ENSACLT00000012686		226493	220579	226493	113017976	LS419795.1
ENSACLG00000008459	ENSACLT00000012689		18731691	18726406	18731691		16
ENSACLG00000008460	ENSACLT00000012691		20636997	20636869	20636997	113017026	23
ENSACLG00000008461	ENSACLT00000012692		16780871	16780871	16781002	113009830	17
ENSACLG00000008462	ENSACLT00000012693		22174008	22174008	22174600		15
ENSACLG00000008463	ENSACLT00000012737	rufy2	23799262	23778511	23799262	113024017	1
ENSACLG00000008463	ENSACLT00000012755	rufy2	23795454	23778511	23799262	113024017	1
ENSACLG00000008463	ENSACLT00000012794	rufy2	23792781	23778511	23799262	113024017	1
ENSACLG00000008464	ENSACLT00000012694	pcolcea	10171749	10166213	10171749	113030432	10
ENSACLG00000008465	ENSACLT00000012750	vcanb	5753655	5722158	5754079	113025192	7
ENSACLG00000008465	ENSACLT00000012798	vcanb	5753650	5722158	5754079	113025192	7
ENSACLG00000008465	ENSACLT00000012819	vcanb	5752589	5722158	5754079	113025192	7
ENSACLG00000008465	ENSACLT00000012839	vcanb	5754079	5722158	5754079	113025192	7
ENSACLG00000008466	ENSACLT00000012697		16842661	16841387	16842661		17
ENSACLG00000008467	ENSACLT00000012698	GNG12	23650632	23649651	23650632	113010182	18
ENSACLG00000008468	ENSACLT00000012700	znf395b	22186255	22186255	22208910	113006461	15
ENSACLG00000008468	ENSACLT00000012710	znf395b	22190913	22186255	22208910	113006461	15
ENSACLG00000008469	ENSACLT00000012739	agps	18791015	18762008	18791015	113007779	16
ENSACLG00000008469	ENSACLT00000012762	agps	18790930	18762008	18791015	113007779	16
ENSACLG00000008470	ENSACLT00000012699		232178	232178	232660		LS419795.1
ENSACLG00000008471	ENSACLT00000012714		20700768	20700768	20716462	113016634	23
ENSACLG00000008471	ENSACLT00000012734		20701353	20700768	20716462	113016634	23
ENSACLG00000008472	ENSACLT00000012702		20553222	20551413	20553222		4
ENSACLG00000008473	ENSACLT00000012706		234227	234227	234627		LS419795.1
ENSACLG00000008474	ENSACLT00000012703	vamp2	10186001	10180497	10186001	113030433	10
ENSACLG00000008475	ENSACLT00000012704	mtss1	14321781	14244580	14321781		5
ENSACLG00000008475	ENSACLT00000012708	mtss1	14321781	14244580	14321781		5
ENSACLG00000008475	ENSACLT00000012724	mtss1	14321781	14244580	14321781		5
ENSACLG00000008475	ENSACLT00000012744	mtss1	14321781	14244580	14321781		5
ENSACLG00000008476	ENSACLT00000012731	wls	23717291	23687824	23717291	113010420	18
ENSACLG00000008476	ENSACLT00000012747	wls	23717291	23687824	23717291	113010420	18
ENSACLG00000008477	ENSACLT00000012705	pthlha	17012438	17012438	17030260	113008829	17
ENSACLG00000008477	ENSACLT00000012709	pthlha	17024230	17012438	17030260	113008829	17
ENSACLG00000008477	ENSACLT00000012712	pthlha	17024230	17012438	17030260	113008829	17
ENSACLG00000008477	ENSACLT00000012716	pthlha	17024230	17012438	17030260	113008829	17
ENSACLG00000008478	ENSACLT00000012707		20621728	20620434	20621728		4
ENSACLG00000008479	ENSACLT00000012718		23775277	23765434	23775277		9
ENSACLG00000008480	ENSACLT00000012711		1221823	1217260	1221823		19
ENSACLG00000008481	ENSACLT00000012713		246079	244599	246079		LS419795.1
ENSACLG00000008482	ENSACLT00000012717	nptx1l	20682168	20682168	20688725	113021036	4
ENSACLG00000008483	ENSACLT00000012721	mapre3a	18586817	18586817	18593438	113012492	19
ENSACLG00000008483	ENSACLT00000012733	mapre3a	18586817	18586817	18593438	113012492	19
ENSACLG00000008484	ENSACLT00000012715	mpp1	10197909	10186271	10197909	113030494	10
ENSACLG00000008484	ENSACLT00000012726	mpp1	10197909	10186271	10197909	113030494	10
ENSACLG00000008484	ENSACLT00000012743	mpp1	10197909	10186271	10197909	113030494	10
ENSACLG00000008485	ENSACLT00000012719		1226432	1222155	1226432		19
ENSACLG00000008486	ENSACLT00000012725	yipf6	1239100	1234372	1239100	113012554	19
ENSACLG00000008487	ENSACLT00000012722	THNSL1	23786772	23778617	23786772	113029057	9
ENSACLG00000008488	ENSACLT00000012735	pnocb	22218970	22208217	22218970		15
ENSACLG00000008489	ENSACLT00000012723		17040373	17040373	17043178		17
ENSACLG00000008490	ENSACLT00000012729		32565004	32563759	32565004		3
ENSACLG00000008491	ENSACLT00000012765	sec14l1	20746329	20730302	20746329	113021037	4
ENSACLG00000008491	ENSACLT00000012792	sec14l1	20745628	20730302	20746329	113021037	4
ENSACLG00000008492	ENSACLT00000012727		33563214	33563214	33569764	113008052	16
ENSACLG00000008493	ENSACLT00000012728		23786332	23786332	23790273		9
ENSACLG00000008494	ENSACLT00000012751		293597	277461	293597		LS419795.1
ENSACLG00000008494	ENSACLT00000012753		293597	277461	293597		LS419795.1
ENSACLG00000008494	ENSACLT00000012860		293597	277461	293597		LS419795.1
ENSACLG00000008495	ENSACLT00000012732	snapc1b	1240035	1240035	1244627	113011910	19
ENSACLG00000008495	ENSACLT00000012746	snapc1b	1240048	1240035	1244627	113011910	19
ENSACLG00000008496	ENSACLT00000012804	fn1a	33605091	33605091	33630115		16
ENSACLG00000008497	ENSACLT00000012736	C11orf98	17050729	17050729	17059686	113008836	17
ENSACLG00000008498	ENSACLT00000012790		32637906	32637906	32653003		3
ENSACLG00000008499	ENSACLT00000012754	unm_sa821	23789535	23789535	23804633	113029779	9
ENSACLG00000008499	ENSACLT00000012766	unm_sa821	23790948	23789535	23804633	113029779	9
ENSACLG00000008499	ENSACLT00000012781	unm_sa821	23790948	23789535	23804633	113029779	9
ENSACLG00000008500	ENSACLT00000012745	si:ch211-63o20.7	22246812	22246812	22256152	113006819	15
ENSACLG00000008501	ENSACLT00000012740		20824519	20815621	20824519		23
ENSACLG00000008502	ENSACLT00000012749		17065501	17065501	17070067		17
ENSACLG00000008503	ENSACLT00000012752		18594029	18594029	18599066		19
ENSACLG00000008503	ENSACLT00000012758		18595238	18594029	18599066		19
ENSACLG00000008504	ENSACLT00000012982	rad50	20839868	20839868	20856484		23
ENSACLG00000008504	ENSACLT00000012998	rad50	20841188	20839868	20856484		23
ENSACLG00000008504	ENSACLT00000013006	rad50	20853867	20839868	20856484		23
ENSACLG00000008505	ENSACLT00000012756		50148423	50148423	50153242		3
ENSACLG00000008506	ENSACLT00000012757	SYT16	1244471	1244471	1274207	113011909	19
ENSACLG00000008507	ENSACLT00000012775	lrp6	17075226	17075226	17117210	113008811	17
ENSACLG00000008508	ENSACLT00000012771	tmlhe	10201685	10201685	10211683	113031023	10
ENSACLG00000008509	ENSACLT00000012763	PRAG1	19658747	19658747	19681324	113025657	7
ENSACLG00000008510	ENSACLT00000012764		50157237	50157237	50164828		3
ENSACLG00000008510	ENSACLT00000012774		50162190	50157237	50164828		3
ENSACLG00000008511	ENSACLT00000012760	adrb2b	19668412	19661209	19668412	113030848	10
ENSACLG00000008512	ENSACLT00000012788	cadm1b	12597622	12597622	12765492	113035790	14
ENSACLG00000008512	ENSACLT00000012799	cadm1b	12597622	12597622	12765492	113035790	14
ENSACLG00000008512	ENSACLT00000012811	cadm1b	12597622	12597622	12765492	113035790	14
ENSACLG00000008512	ENSACLT00000012824	cadm1b	12713400	12597622	12765492	113035790	14
ENSACLG00000008513	ENSACLT00000012768	ablim3	19682614	19682614	19732964		10
